sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag
17288890,26535201,10,ronima,,all,700,700'le,"Ma pigem usun , et see tibi kes ronib 700'le BMWle peale on sama loll ja samasugune rullnokk nagu sa ise .",no,"The phrase '700'le' refers to an object (a BMW), indicating possession or relation, but not a location.",no,"The phrase '700'le' refers to a specific object (a BMW), and not a location, so it is not classified as an adverbial of place.",,,
13061757,20900291,9,askeldama,,in,õhtupimedus,õhtupimeduses,Kiievi kesklinna vaikses kvartalis ühe instituudi hoovil askeldavad õhtupimeduses erariides raadiosaatjatega turvamehed .,no,"The phrase 'õhtupimeduses' refers to a time of day (darkness of evening), not a specific physical location.",no,"The phrase 'õhtupimeduses' describes the time (when the security guards are bustling), not the place, so it is not an adverbial of place.",,state,
15109937,23633787,27,leidma,,ill,lisama,lisage,mai tia kui paljud neid näinud on aga kui ma neid esimest korda nägin siis olin küll pikka aega kõveras ... kui keegi leiab veel siis lisage juurde ...,no,"The phrase 'lisage' means to add something and does not refer to a location, so it was classified as 'no'.",no,The word 'lisage' was classified as 'no' because it does not indicate a location or answer the question 'where'.,,,
13307804,21289839,5,saatma,,adit,Tugnutt,Tugnutti,Spacek saatis litri väravasse Tugnutti jalgade vahelt .,no,"'Tugnutti' is likely a person’s name, not a location, so it's classified as 'no'.",no,"The phrase 'Tugnutti' refers to a person and does not indicate a location, so it is not classified as an adverbial of place.",,,
5950551,9552700,13,pöörduma,,adit,koha-ligu,koha-likku,"Kui olete juba kohal , ostke ajaleht , näiteks Recruitment või pöörduge koha-likku töövahendusbüroosse .",no,"The phrase 'koha-likku' refers to 'local' in Estonian, describing an attribute rather than a specific location.",no,"The phrase 'koha-likku' modifies 'töövahendusbüroosse,' indicating direction but not a specific location itself, so it is not an adverbial of place.",,,
3161219,5075935,9,avama,,in,A4-formaat,A4-formaadis,"Sõbranna ei vastanud , vaid avas oma käes A4-formaadis plakati , kuhu Birgit Õigemeele pildi kõrvale oli värvipliiatsitega kirjutatud "" Birgit on parim ! "" .",no,"The phrase 'A4-formaadis' was classified as 'no' because it refers to a paper format, not a physical location.",no,"The phrase 'A4-formaadis' describes the format or size of the poster and is not indicating a location, so it is not an adverbial of place.",,,
16984896,26110735,6,plaanima,,ill,aprillikuu,aprillikuusse,Tema sõnul plaanib piigadebänd lõpukontserti aprillikuusse .,no,"The word 'aprillikuusse' refers to a time frame rather than a physical location, so it was classified as 'no'.",no,"The phrase 'aprillikuusse' refers to a time period rather than a specific place, so it is not classified as an adverbial of place.",,time,
10869427,17408447,10,olema,vaja,ill,iseenese,iseendasse,"« Et tselluliidiravi mõjuks , on eelkõige vaja usku iseendasse .",no,"The phrase 'iseendasse' was classified as not a location because it refers to a state of being or introspection, not a physical location.",no,"The phrase 'iseendasse' refers to a conceptual or abstract direction (into oneself) rather than a physical place, so it is not classified as an adverbial of place.",,,
7944709,12730315,8,lamama,,in,andma,Anna,"Noh , kui vaene Bill oleks seal Anna voodis lamanud , täiesti riides ja püksilukk kinni .",no,The phrase 'Anna' was classified as 'no' because it refers to a person's name rather than a location.,no,"The phrase 'Anna' was classified as 'no' because it refers to a person, not a place.",,,
9106706,14642269,4,kulgema,,abl,hall,hallilt,Kohtumine kulges tavapäraselt hallilt .,no,"The phrase 'hallilt' describes a condition or state (gray), not a location.",no,"The phrase 'hallilt' describes the manner in which the meeting progressed, not the location, so it is not an adverbial of place.",,,
2038621,3254905,13,hoidma,kinni,in,kõne,kõnes,"Selle eest sai ta nahutada välisminister Lena Hjelm-Walléni käest , kes oma kõnes Riksdagis ja arvamusavaldustes hoiab tugevalt kinni "" Rootsi neutraliteedist ja sõjalisest liitumatusest "" .",no,"The phrase 'kõnes' is not classified as a location because it refers to a speech, which is an event or act, not a place.",no,"The phrase 'kõnes' refers to the context in which the minister held their speech (a mode of communication) rather than a specific physical location, so it is not an adverbial of place.",,,
11839716,18947985,4,esitlema,,in,alkoholijoove,alkoholijoobes,"Omanikuna esitles end alkoholijoobes mees , kes politsei pressiesindaja sõnul solvas politseinikke , öeldes , et märgikandjad on viimased , keda ta oma baaris näha tahab .",no,"The phrase 'alkoholijoobes' refers to a state of being under the influence of alcohol, not a location.",no,"The phrase 'alkoholijoobes' describes the state of the man and not a physical location, so it is not an adverbial of place.",,state,
19902437,29342838,7,ronima,,ill,rääkima,räägi,staff: kassnaine krt roni privasse räägi oma murest siis,no,"'räägi' is not classified as a location because it is a verb meaning 'talk' or 'speak,' not a geographic entity.",no,"The phrase 'räägi' is a verb and does not indicate a place, thus it is not adverbial of place.",,,
16543867,25512645,5,jõudma,,ill,25000,25 000-sse,STV pakutavad kanalid jõuavad 25 000-sse koju .,no,"The phrase '25 000-sse' indicates a quantity rather than a specific geographic location, so it is classified as 'no'.",no,"The phrase '25 000-sse' refers to the number of homes and indicates a quantity rather than a specific location, so it is not classified as an adverbial of place.",,,
11984227,19179900,21,reisima,,adit,EM,EMi,"Eesti ujuja Triin Aljandi sõber Peter Mankoc , kompleksis ja liblikas suuri medaleid võitnud sloveen , kellele neiu pärast Budapesti EMi Ljubljanasse külla reisis , ei tunne ühtki eestikeelset sõna .",no,"The phrase 'EMi' was classified as 'no' because it refers to an event or championship, not a physical location.",no,The phrase 'EMi' was classified as not an adverbial of place ('no') because it refers to a European Championship and not a specific location.,,event,ORG
4623937,7430614,17,pääsema,sisse,ill,see,sellesse,"ühesõnaga - see on vastuoluline plaat ja on päris kindel , et esimese kuulamisega ei pääse sellesse plaati sisse .",no,"The phrase 'sellesse' does not specify a physical or geographic location but rather refers vaguely, so it is classified as not a location.",no,"The phrase 'sellesse' refers to entering something abstract, such as a concept or understanding, not a physical location, so it is not an adverbial of place.",,,
15305663,23895319,8,suunama,,ill,õigem,õigemasse,Võtame poole kristlastele jagatavatest miljonitest ja suuname õigemasse kohta .,no,"The word 'õigemasse' refers to a correct or proper location in an abstract sense, not a specific geographic place.",no,"It was classified as 'no' because 'õigemasse' refers to a metaphorical direction or intent, not to a physical place.",,,
14740364,23220988,13,helisema,,in,ärevus,ärevuses,"Tulge ruttu kohale , "" helises eile kell 12 . 48 Pärnumaa häirekeskuses ärevuses telefon .",?,?,no,"The phrase 'ärevuses' refers to the state of being anxious rather than indicating a location, so it is classified as 'no' for adverbial of place.",,,
18611396,28160149,13,saama,sisse,ill,kõik,kõikidesse,"samuti võid proovida DC++'i kuid sellega ei saa kõikidesse hubidesse sisse , kuid samas peaks töötama nagu E-donkey , et tõmbab mitmelt korraga",no,"The phrase 'kõikidesse' implies inclusivity or direction but does not indicate a specific location, hence it was classified as 'no'.",no,The phrase 'kõikidesse' is not classified as an adverbial of place because it does not indicate a specific location but rather an unspecified or general idea of inclusion.,,,
11672917,18684461,10,edastama,,ill,terve,tervesse,"Paldiskisse pidi rajatama telekanal , mis edastab interaktiivseid mänge tervesse Euroopasse .",no,"The word 'tervesse' means 'entire' or 'whole', which is not a specific location, so it was classified as 'no'.",no,The phrase 'tervesse' is not an adverbial of place as it indicates extent or distribution rather than a specific location.,,,
15214119,23755960,5,lamama,,in,hõbedane,hõbedases,"Ruumi kaugemais nurgas lamas hõbedases kumas loom , tema pea oli nukralt norgus ja tema suured pruunid silmad keerasid ükskõikselt tulijate poole .",no,"The phrase 'hõbedases' describes a quality or appearance, not a specific location, so it is classified as 'no'.",no,"The phrase 'hõbedases' describes a quality or characteristic (silver glow) rather than a location, so it is not classified as an adverbial of place.",,,
16199831,25104696,33,lõpetama,,ill,kõnealune,kõnealusesse,"Menetlus võidakse  19  peatada või lõpetada ajutisi meetmeid või dumpinguvastaseid tollimakse rakendamata , kui mis tahes eksportija võtab endale rahuldavad vabatahtlikud kohustused , mille alusel ta revideerib oma hinnad või lõpetab dumpingekspordi kõnealusesse piirkonda , nii et võimuorganid veenduvad , et dumpingu kahjustav mõju on kõrvaldatud .",no,"The word 'kõnealusesse' refers to something mentioned in a specific context rather than a physical or geographic location, so it is not classified as a location.",no,"The phrase 'kõnealusesse' refers to 'the mentioned area' but does not explicitly indicate the place itself, hence it is not classified as an adverbial of place.",,,
1241336,1973259,19,mahtuma,ära,ill,laius,laiustesse,"Seattleis tuli kohaliku praamiliini laevadel istekohad välja vahetada pärast reisijate kaebusi , et nad ei mahu 45 sentimeetri laiustesse toolidesse ära .",no,"The phrase 'laiustesse' was classified as not a location because it describes a measurement, not a geographic location.",no,"The phrase 'laiustesse' indicates dimensions or measurement and not a specific location, hence it is not adverbial of place.",,,
15562140,24301223,5,vedelema,,ad,kelleg,kellegil,"Igal juhul , kui kellegil päälinna kandis vedeleb taolist kraami , siis võtke palun privas ühendust .",no,"The phrase 'kellegil' refers to someone or somebody and not a location, therefore classified as 'no'.",no,The phrase 'kellegil' was classified as 'no' because it refers to someone and not a physical place or spatial location.,,,
2419258,3879478,20,valvama,,in,see,selles,"Võib juhtuda , et mingi pikalt plaanitud asi ähvardab ära jääda ja sul ei õnnestugi seda päästa , ole selles suhtes valvas .",no,"The phrase 'selles' refers ambiguously to a situation or state, and not to a location, so it is classified as 'no'.",no,"The phrase 'selles' is not adverbial of place because it refers to a general state or condition, not a specific place.",,,
3380239,5439617,19,kuuluma,,in,Airbu,Airbus,"Samalaadse projekti kallal töötab ka Saksa Õhuruumi Keskuse poolt kokku pandud konsortsium WirelessCabin , kuhu kuuluvad teiste seas Airbus , Siemens ning Ericsson .",no,‘Airbus’ was classified as not a location because it is the name of a company and does not refer to a geographic place.,no,"The phrase 'Airbus' refers to an entity, not a location, so it is not adverbial of place.",,,LOC
10413438,16704721,5,tegelema,,in,Enterpris,Enterprises,"Silvese sõnul tegeleb Silves Enterprises OÜ praegu toiduainete ja tööstuskaupade vahendamisega Venemaale , Armeeniasse ja Gruusiasse .",no,"The phrase 'Enterprises' was classified as 'no' because it refers to a company name, not a location.",no,"The phrase 'Enterprises' refers to an entity or organization rather than a physical location, so it was classified as 'no' for adverbial of place.",,,ORG
10270099,16480757,3,olema,,ill,euro,eurosse,Pole usku eurosse,no,"The phrase 'eurosse' refers to a currency (euro) rather than a physical location, so it is classified as 'no'.",no,The phrase 'eurosse' was classified as 'no' because it does not indicate a location or position; it refers to a concept or idea (euro) rather than a specific place.,,,
8979794,14437485,11,jälgima,,in,kultuurilooline,kultuuriloolistes,"Kindlasti märgistavad nad üht olemuslikku vastandust , mida Kaplinski oma kultuuriloolistes esseedes jälgib .",no,"The term 'kultuuriloolistes' refers to 'cultural-historical' and is not a physical location, so it was classified as 'no'.",no,"The phrase 'kultuuriloolistes' qualifies the type of essays but does not refer to a location, so it is not adverbial of place.",,,
2520615,4042309,11,toetama,,ill,Jona,Jonasse,"Kõik koalitsioonijõudude fraktsioonid teatasid üksteise järel , et ei toeta Jonasse kandidatuuri .",no,The word 'Jonasse' is not a location; it likely refers to a person's name.,no,"The phrase 'Jonasse' was classified as 'no' because it functions as a proper noun referring to a person, not specifying a place.",,,PER
9178745,14753117,12,ulatuma,,abl,vara,varalt,USA Linnapeade Kongressi arvates ulatub vaid 33 linna kaotatud maksutulu selliselt varalt 200 miljoni dollarini aastas .,no,"The word 'varalt' refers to property or assets, not a specific physical or geographical location, so it is classified as 'no'.",no,"The phrase 'varalt' refers to a source or origin of something and not to a physical location, so it is not an adverbial of place.",,,
617872,980033,3,laskma,,ill,luu,luusse,Laseb leiba luusse oma bussis,no,"The word 'luusse' refers to resting or relaxation metaphorically and does not denote a geographical or physical location, so it is not classified as a location.",no,"The phrase 'luusse' does not specify a location; it denotes movement but not a clear place, so it is not an adverbial of place.",,,
3168255,5087517,6,võtma,välja,el,betoon,betoonist,"Ma võtaks parema meelega sealt betoonist majast selle raha kõik viimase sendini välja , maksaks ära , saaks võib-olla võla väiksemaks .",no,The word 'betoonist' describes the material (concrete) of a building but does not indicate a specific location.,no,"The phrase 'betoonist' was classified as 'no' because it does not denote a location or place; rather, it indicates the material of something.",,,
15341352,23960496,42,eksisteerima,,in,6ige,6iges,"minule on nii seletatud ajas r2ndamise kohta , et isegi kui sa r2ndad tagasi , siis sinu Mineviku-Mina kaob ja tekid sina asemele , samas Tuleviku-Mina j22b alles ja elab oma elu , ja sa ei teagi , et ta eksisteerib 6iges ajas ( ehk siis tulevikus ) ...",no,"The word '6iges' refers to a concept or time description ('correct time') rather than a specific geographic or physical location, hence classified as 'no'.",no,"The phrase '6iges' refers to correctness or accuracy and does not specify a physical location, so it is not adverbial of place.",,,
16453318,25400149,20,magama,,in,elu-mõte,elu-mõtteis,"Samamoodi usun ma , et ma oma kodus omaenda maja varingu alla ei jää ja niimoodi rahulikult oma kodus elu-mõtteis magan .",no,"The phrase 'elu-mõtteis' refers to a state of mind or metaphorical context, not a physical or geographical location, so it is classified as 'no'.",no,The phrase 'elu-mõtteis' was classified as 'no' because it relates to the mental state or thoughts rather than indicating a specific location or place.,,,
7134402,11473025,4,maanduma,,ill,miski,millessegi,Nätsatades maandus see millessegi lägasesse .,no,"The phrase 'millessegi' means 'into something', a vague reference without specifying a particular location.",no,"The phrase 'millessegi' refers to something undefined and does not indicate a specific place, so it is not classified as adverbial of place.",,,
2263222,3623029,6,magama,,in,joove,joobes,25.jaanuaril kell 22.20 magas joobes mees Maardus Keemikute tänaval .,no,"The phrase 'joobes' was classified as 'no' because it describes a state of intoxication, not a location.",no,"It was classified as not adverbial of place because 'joobes' describes the state or condition of the man (drunken), not a location.",,state,
10252170,16451581,6,juhtuma,,ill,õige,õigesse,"Tunnistuseks , et olen ikka õigesse kohta juhtunud , oli koori CD-plaatide suur müügivalik ja piletimüüja .",no,"The phrase 'õigesse' refers to being correct or right and does not indicate a specific location, so it is classified as 'no'.",no,"The phrase 'õigesse' refers to a direction or purpose rather than a specific location, so it is not classified as an adverbial of place.",,,
3575429,5757329,11,keerama,,ill,kere,keresse,"Sebra lakub oma jalgevahet , pingviin keerab otse pudelist viina keresse , Savisaare näoga panda äiutab teist omasugust hellalt süles , känguru sorib oma kõhukaukas ning hulk muid elajaid vihub hiiglaslikul tsirkuseareenil jõu- ja ilunumbreid .",no,"The phrase 'keresse' refers to a part of the body and not a location, hence classified as 'no'.",no,"The phrase 'keresse' refers to a direction or endpoint involved in an action (drinking), which is not specifying a location, so it is not an adverbial of place.",,,
9977335,16003914,9,jooma,,in,osa,osas,Kas te jõite “ Õnne 13 ” ühes osas koos Eino Baskiniga päris viina ?,no,"The term 'osas' refers to 'in one part', which is not specific to any physical location, hence classified as 'no'.",no,"The phrase 'osas' refers to a part or aspect of something, not a physical location, so it is not classified as an adverbial of place.",,,
358889,555825,23,paiknema,,ad,haige,haigetel,"Sellele võib lihtsalt vastata , väites , et need , kelle raamatutest ning ideedest oli äsja juttu , paiknevad Lääne pühiskonna psüühiliselt haigetel äärealadel .",no,"The phrase 'haigetel' refers to a condition or state of people, not a geographical or physical location.",no,"The term 'haigetel' refers to people (psychically ill individuals) rather than a place, thus it is not classified as an adverbial of place.",,,
603362,956528,6,käima,,ill,lähedalolev,lähedalolevasse,"Tei-sisõnu piirkondades , kust inimesed lähedalolevasse linna tööle käivad .",no,"The word 'lähedalolevasse' refers to proximity, but it does not specify a location. Therefore, it is not classified as a location.",no,"The phrase 'lähedalolevasse' refers to proximity or location but does not function as an adverb indicating the place in context, so it was classified as 'no' for adverbial of place.",,,
6672433,10735704,25,laiutama,,in,aureu,aureus,"Rubla oli üks kolmest rahast , mida mikrobioloogid uurisid igaks juhuks mitu korda , sest neil oli tõsine kahtlus , et rahal laiutab staphylococcus aureus .",no,The phrase 'aureus' refers to a type of bacteria and is not related to a physical location.,no,"The phrase 'aureus' refers to the bacteria 'staphylococcus aureus' and not a physical location, so it is not an adverbial of place.",,,
9748539,15641549,9,sõitma,välja,abl,lobjakane,lobjakaselt,Tartu-Tallinna maantee 25. kilomeetril sõitis naisjuht Ford Scorpioga lobjakaselt teelt välja ja paiskus üle katuse .,no,The phrase 'lobjakaselt' was classified as not location ('no') because it refers to a condition of the road (slushy) rather than a specific place.,no,"The phrase 'lobjakaselt' describes the condition of the road surface, which is manner-related rather than indicating a physical place, so it is not an adverbial of place.",,,
3739933,6022908,7,pesema,,in,mis,milles,"Šampoonitootjatel tuleks aga loobuda reklaamist , milles naisterahvas lennukis suure mõnuga juukseid peseb .",no,"The phrase 'milles' (in which) is a relative pronoun and does not represent a location, hence classified as 'no'.",no,The phrase 'milles' is not adverbial of place because it refers to something being described (the advertisement) rather than specifying a location.,,,
15653540,24425127,7,rändama,,el,kahekuul,kahekuulist,Septembri algul rändas viis last pärast kahekuulist eri peredes veedetud suve lastekodusse .,no,"The word 'kahekuulist' refers to a duration of time, not a specific location, so it is classified as 'no'.",no,The phrase 'kahekuulist' (two-month) is not an adverbial of place because it describes the duration of time and not a location.,,,
9051914,14555010,18,sõitma,,abl,ebakaine,ebakainelt,"Ebakainena on roolis olnud 37 protsenti juhtidest , rohkem kui üks protsent kõigist juhtidest sõidab aga pidevalt ebakainelt .",no,"The phrase 'ebakainelt' was classified as 'no' because it describes a condition or manner (intoxicated), not a location.",no,"The phrase 'ebakainelt' is classified as 'no' because it describes the manner of driving (intoxicated), not the location where the driving occurred.",,,
