sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract,classification2
15391319,24042502,7,väitma,,in,Delfi,DELFIS,"to cv rahustuseks , olen kategooriliselt DELFIS juba 2 ( NB !! ) aastat väitnud , et usun sygavalt JEESUST KRISTUST , seal juures olen ma ÄÄRMISELT ANTIRELIGIOOSNE !",,location,ORG,yes,"The phrase 'DELFIS' specifies a physical or virtual location ('in DELFI'), so it is classified as an adverbial of place.",,,,,,loc
6628790,10666608,5,lähenema,,all,Enceladus,Enceladusele,07Kosmoselaev Cassini läheneb täna Enceladusele ( 5 ) 17 : 2614.,,,,yes,,,,,,,loc
9587719,15388752,8,põrutama,,all,Prantsusmaa,Prantsusmaale,"Eesti on liiga pisike , nad põrutagu Prantsusmaale korda looma , seal kuuldavasti võimutsevad juba pikemat aega natsionalistlikud prantslased , Moskvast nõu ei küsita ja vene keelt üldse ei räägita .",,location,LOC,yes,,,,,,,loc
2524338,4048430,6,nihkuma,,all,kellaaeg,kellaaegadele,Reklaami survel nihkusid need varasematele kellaaegadele ning muutusid juhuslikemaks .,,,,no,"The phrase 'kellaaegadele' refers to time rather than a physical or spatial location, so it is not classified as an adverbial of place.",yes,no,no,no,no,time
266242,420598,14,levima,,ad,vahetus,vahetusel,Aga meenutame veel kord : mitmesugused pejoratiivsed nimed olid 15-nda ja 16-nda sajandi vahetusel Tallinna eestlaste seas üllatavalt levinud .,,,,no,"The phrase 'vahetusel' refers to a temporal transition point rather than a physical location, so it is not classified as an adverbial of place.",yes,no,no,no,no,time
11964812,19148015,1,pakkuma,välja,in,õhtusöögilaud,Õhtusöögilauas,"Õhtusöögilauas pakkus isa Anatoli välja suurepärase idee : « Ta sõnas , et mis me lolli mängime ja aasta ringi end treeninguga kurname , » muigas Kristina .",,,,yes,,,,,,,loc
421468,656931,4,paljastama,,in,soul,Soulis,"Eesti meestest paljastavad Soulis mõõgad Kaido Kaaberma , Andrus Kajak , Meelis Loit ja Nikolai Novosjolov .",,,LOC,yes,,,,,,,loc
1959973,3125144,5,kõikuma,,ad,noatera,noateral,Võlgades rehabilitatsioonikeskuse saatus kõigub noateral,,,,no,"The phrase 'noateral' metaphorically describes a precarious situation, not a physical place, so it is not classified as an adverbial of place.",no,no,no,no,yes,loc
11812642,18905396,10,panema,,abl,pakitu,pakitult,« Tegelikult panevad inimesed oma vanad katkised sukkpüksid ilusasti pakitult meie kasti .,,,,no,"The phrase 'pakitult' describes the condition or manner in which something is packed, not a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no,UNK
2654867,4259629,6,otsima,,in,NATO,NATO-s,"Suurt analoogiat ei otsiks ma NATO-s Türgist ega Kreekast , sestap toon näited ülejäänutest - Taanist , Norrast ja Saksamaalt .",,location,ORG,yes,"The phrase 'NATO-s' is an adverbial of place because it specifies a location, 'in NATO', referring to a concrete place or entity.",,,,,,loc
6940074,11152744,9,raputama,,in,Praha,Prahas,"Ansambli Rolling Stones liider Mick Jagger raputas pühapäeval Prahas aastad turjalt ja rokkis ekstaatilise 100 000-pealise publiku ees nii sportlikult , nagu polekski ta laupäeval juba oma 60. sünnipäeva pidanud .",,location,LOC,yes,,,,,,,loc
1563061,2486980,16,vormistama,,in,hooneregister,hooneregistris,"Osapooled leppisid kokku , et ametühingute keskliit ja spordiselts Kalev vormistavad Pärnu Kalevi staadioni kaasomandina hooneregistris ning registreeritud staadioni vara ja harjutusväljakud antakse üle sihtasutusele .",,,,yes,,,,,,,loc
5155776,8271170,24,kuulutama,välja,in,esinemine,esinemises,Kroonprints Willem-Alexanderi ( 33 ) ja blondi argentiinlanna Maxima Zorreguieta ( 30 ) kihluse kuulutas märtsi eelviimasel päeval televisioonis ja raadios üle kantud esinemises välja Hollandi kuninganna Beatrix .,,,,no,"The phrase 'esinemises' is not an adverbial of place because it refers to 'in the performance', which is a context or setting, not a physical location.",no,no,yes,no,no,event
7148887,11498995,9,jääma,,abl,hoiak,hoiakult,"Ruth vangutas vaid tummalt pead , aga jäi hoiakult endiseks .",,,,no,"The phrase 'hoiakult' is not an adverbial of place because it refers to 'in terms of attitude', which describes a manner or quality rather than a physical location.",no,no,no,no,no,UNK
14458677,22881139,25,takistama,,ad,Birma,Birmal,"ii ) keeld väljastada sissesõiduviisat sõjaväe ja julgeolekujõudude juhtival kohal olevatele isikutele , kes kujundavad , viivad ellu või kasutavad poliitikat , mis takistab Birmal/Myanmaril demokraatiale siirdumist ; samuti nimetatud isikute perekonnaliikmetele ;",,location,LOC,yes,,,,,,,loc
1975641,3150491,7,kasvama,,ad,eestvedamine,eestvedamisel,"Hüppeliselt kasvasid kaitsekulutused peaminister Tiit Vähi eestvedamisel 1997. aasta eelarves , kuid pidurdusid 1,2 protsendi tasemel sisemajanduse koguproduktist tänavu .",,,,no,"The phrase 'eestvedamisel' is not an adverbial of place because it refers to 'under the leadership', which indicates guidance or influence, not a physical location.",no,no,no,no,no,UNK
953678,1519076,7,mängima,,in,Hamlet,Hamletis,"Ta mängis nimiosi Ljubimovi lavastatud "" Hamletis "" ja "" Galilei",,,LOC,yes,,,,,,,loc
1831451,2915164,7,põrkama,kokku,ad,reid,reidil,Traallaev Norlandia põrkas kolmapäeva hommikul Kroonlinna reidil kokku Panama külmutuslaevaga McKinley .,,,,yes,,,,,,,loc
13455018,21520037,2,ootama,,el,NRG,NRGst,"“ NRGst ärge täna minult midagi oodake , sest teema on piisavalt segane , ” teatab majandustoimetaja Kaileen Mägi , kui temalt uudist nõutakse .",,,ORG,yes,,,,,,,loc
11491799,18407457,14,laienema,,all,kultuurikursus,kultuurikursustele,""" Kui riigi ja omavalitsuse toetus kasvaks , laieneks kultuuriülikooli tegevus ka nendele kultuurikursustele , mille eest inimesed pole ise kergesti valmis maskma , "" sõnas Vihalemm .",,,,yes,The phrase 'kultuurikursustele' was classified as 'yes' because it specifies a direction or place where the activity expands.,,,,,,loc
12896009,20628482,33,edastama,,all,liitlane,liitlastele,"Schmidt ütles ajalehele Süddeutsche Zeitung , et tema võimuloleku ajal tegutses ” reptiilfond ” , millest anti kuni 20 miljonit dollarit salateenistuste raha üle Saksa parteidele , et nood edastaksid raha oma liitlastele Hispaanias ja Portugalis .",,alive,,yes,,,,,,,loc
4699556,7551386,5,kuluma,,el,Bradfort,Bradfordist,Lisarada võimaldab tipptunnil vähendada Bradfordist Leedsi sõiduks kuluvat aega kaheksa minuti võrra .,,,LOC,yes,,,,,,,loc
621244,985525,17,põlema,,ad,aeg,ajal,"Pärast kuumalainet tabasid Saksamaad , Belgiat , Hollandit ja Shveitsi eile tormid ja vihmasajud , samal ajal kui Prantsusmaal põlevad metsad , USA idarannikul lüüakse kuumarekordeid , Kesk-Ameerika ujutab üle ning Hiinas on üleujutustes surnud juba 240 inimest .",,,,no,The phrase 'ajal' was classified as 'no' because it does not indicate location but rather a time context.,yes,no,no,no,no,time
2595722,4165914,12,teatama,,all,Tbilis,Tbilisele,"Tema sõnul fikseerisid rahuvalvajad lennuki juba 6. augustil ja teatasid sellest Tbilisele , kirjutab Vremja Novostei .",,,LOC,yes,,,,,,,loc
12381616,19821849,9,leiduma,,el,militaarajalugu,militaarajaloost,"Mõni oletab , et selles leidub jälgi suurriiklikust militaarajaloost .",,time,,yes,,,,,,,loc
3563624,5738607,17,kinnitama,,el,imikuprojekt,Imikuprojektist,""" üksteist paremini tundma õppides tulevad ilmsiks nii mõnedki varjatud probleemid , "" kinnitas Katre Tulp Imikuprojektist . "" ühisüritused on muutnud pered julgemaks ja aktiivsemaks ja andnud oskusi oma probleeme paremini lahendada ja üksteist aidata . """,,,ORG,yes,,,,,,,loc
5523489,8855905,11,kasvama,,ad,külaskäik,külaskäikudel,"Väike Haapsalu linnake armastas omakorda tsaare , sest tänu nende külaskäikudel kasvas kuurordi populaarsus kogu Peterburi aadelkonna seas .",,event,,no,The phrase 'külaskäikudel' was classified as 'no' because it refers to an event or occurrence and not to a specific location.,no,no,yes,no,no,event
12764238,20418218,9,tegema,,all,Janikas,Janikale,"Kui Carmel jätkab ema jälgedes , teeks see Janikale vaid heameelt .",,,PER,yes,,,,,,,loc
4615757,7418392,1,valmima,,el,laev,Laevast,Laevast on Soomes Aker Finnyardsi tehases valminud 83 protsenti .,,,,yes,,,,,,,loc
